#mpa_vJan21_CHOCOPhlAnSGB_202103
clade_name	R10_S209_L002_R1_001.fastqd_metagenome	R11_S210_L002_R1_001.fastqd_metagenome	R12_S211_L002_R1_001.fastqd_metagenome	R13_S212_L002_R1_001.fastqd_metagenome	R14_S213_L002_R1_001.fastqd_metagenome	R15_S214_L002_R1_001.fastqd_metagenome	R16_S215_L002_R1_001.fastqd_metagenome	R17_S216_L002_R1_001.fastqd_metagenome	R18_S217_L002_R1_001.fastqd_metagenome	R19_S218_L002_R1_001.fastqd_metagenome	R1_S200_L002_R1_001.fastqd_metagenome	R20_S219_L002_R1_001.fastqd_metagenome	R21_S220_L002_R1_001.fastqd_metagenome	R22_S221_L002_R1_001.fastqd_metagenome	R2_S201_L002_R1_001.fastqd_metagenome	R3_S202_L002_R1_001.fastqd_metagenome	R4_S203_L002_R1_001.fastqd_metagenome	R5_S204_L002_R1_001.fastqd_metagenome	R6_S205_L002_R1_001.fastqd_metagenome	R7_S206_L002_R1_001.fastqd_metagenome	R8_S207_L002_R1_001.fastqd_metagenome	R9_S208_L002_R1_001.fastqd_metagenome
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_10_1|t__SGB4974	0.0	0.82237	0.0	0.0	0.0028	0.00343	1.10992	0.0149	0.01043	0.12915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33103	0.79903	0.0	0.01001	0.33107
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__GGB28988|s__GGB28988_SGB41701|t__SGB41701	0.0	0.70499	0.0	0.0	0.08267	0.03406	0.0	0.0	0.0	0.0	0.01913	0.0	0.0	0.0	0.13039	0.00753	0.06916	0.04332	0.9863	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB28755|o__OFGB28755|f__FGB28755|g__GGB42598|s__GGB42598_SGB59794|t__SGB59794	0.0	0.68632	0.00622	0.26803	0.0	0.06151	0.3087	0.00937	0.0188	0.03189	0.67119	0.00218	0.08648	0.01604	0.56428	0.04324	0.18266	0.75178	1.18835	0.02159	0.12782	0.25251
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_unclassified_SGB41424|t__SGB41424	0.0	0.3067	0.0	0.00576	0.00073	0.00336	0.03002	0.00445	0.00177	0.30837	0.0	0.0	9e-05	0.0	0.01509	0.01387	0.18945	0.0736	0.35195	0.00262	0.0	0.01134
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_nepalensis|t__SGB7839	0.0	0.13747	0.00274	0.0	0.0	0.01684	0.0	0.0	0.0	0.0	0.30975	0.0	0.00141	0.09044	0.10058	0.24187	0.01961	0.13395	0.00479	0.0	0.03261	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28765|s__GGB28765_SGB41415|t__SGB41415	0.0	0.12855	0.0	0.0	0.0	0.00041	0.52389	0.00164	0.00496	0.15447	0.0	0.0	0.0	0.0	0.0	0.00018	0.0	0.0	0.01274	0.0	0.10059	0.11089
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudolongum|t__SGB17279	0.0	0.12626	0.0	0.36627	0.0	0.34056	0.14731	0.03472	0.00827	7.26666	0.15641	0.0	0.00459	0.03615	0.00237	0.0691	0.01598	0.05703	0.04703	2.3048	0.04263	0.16744
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB41615	0.0	0.09827	0.0	0.0	0.0	0.02463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04031	0.00621	0.02423	0.08065	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Streptomycetales|f__Streptomycetaceae|g__GGB31179|s__GGB31179_SGB44472|t__SGB44472	0.0	0.07911	0.00232	0.0	0.0	0.00662	0.0	0.0	0.0	0.0	0.01462	0.0	0.0	0.0	0.01506	0.00386	0.00705	0.00071	0.16922	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB30466|s__GGB30466_SGB43544|t__SGB43544	0.0	0.03755	0.0	0.0	0.0	0.00751	0.03663	0.00335	0.00517	0.0	0.00637	0.0	0.0	0.0	0.00662	0.00341	0.0	0.00665	0.04113	0.0	0.01925	0.02246
k__Bacteria|p__Bacteria_unclassified|c__CFGB8157|o__OFGB8157|f__FGB8157|g__GGB28887|s__GGB28887_SGB41568|t__SGB41568	0.0	0.03469	0.01565	0.0	0.0	0.01129	0.07387	0.00293	0.00215	0.00695	0.02104	0.0	0.0031	0.0	0.09813	0.02246	0.0558	0.04589	0.1022	1e-05	0.00272	0.00467
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB28411|s__GGB28411_SGB40993|t__SGB40993	0.0	0.02396	0.0	0.03898	0.01237	0.04751	0.0	0.0	0.0	0.00121	0.01691	0.0	0.00058	0.0	0.0	0.02132	0.0	0.06562	0.04887	0.0	0.01763	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB30290|s__GGB30290_SGB43252|t__SGB43252	0.0	0.0201	0.0	0.00045	0.0	0.01018	0.00752	0.00025	0.0	0.00899	0.01707	0.0	0.00709	0.00774	0.00161	0.09195	0.01089	0.0317	0.1117	0.02523	0.00259	0.03282
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB30460|s__GGB30460_SGB43526|t__SGB43526	0.0	0.01538	0.00196	0.00033	0.0	0.00608	0.03539	0.00291	0.00106	0.0	0.0	0.0	0.00309	0.0	0.0	0.00092	0.0	0.00878	0.04679	0.00023	0.00702	0.01056
k__Bacteria|p__Candidatus_Melainabacteria|c__CFGB10197|o__OFGB10197|f__FGB10197|g__GGB31108|s__GGB31108_SGB44379|t__SGB44379	0.0	0.01517	0.0	0.00128	0.0	0.03744	0.01108	0.00306	0.0	0.001	0.00022	0.0	0.0	0.0	0.00747	0.04943	0.00286	0.0118	0.0274	0.0	0.01939	0.07096
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__GGB30048|s__GGB30048_SGB42949|t__SGB42949	0.0	0.01307	0.00356	0.03104	0.08675	0.02686	0.03379	0.02084	0.01979	0.00873	0.03321	0.02509	0.08313	0.13637	0.01189	0.02119	0.00545	0.09934	0.11221	9e-05	0.00067	0.16089
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__GGB30147|s__GGB30147_SGB43074|t__SGB43074	0.0	0.01266	0.0	0.15197	0.0	0.01199	0.00345	0.0	0.0	0.0	0.0	0.0	0.0021	0.0	0.01553	0.01135	0.0112	0.03556	0.06989	0.00042	0.01347	0.00074
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB30454|s__GGB30454_SGB43514|t__SGB43514	0.0	0.01031	0.0	0.0	0.0	0.0801	0.0258	0.0	0.0	0.0	0.0	0.0	0.00561	0.00223	0.0	0.00361	0.0	0.01617	0.11858	0.0	0.00593	0.0015
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28869|s__GGB28869_SGB41543|t__SGB41543	0.0	0.00526	0.00254	0.0	0.0	0.00384	0.03766	0.00378	0.0021	0.0	0.0	0.0	0.00062	0.0	0.00198	0.00673	0.0	0.00218	0.01021	0.0	0.0137	0.00794
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB28409|s__GGB28409_SGB40991|t__SGB40991	0.0	0.0049	0.0	0.00326	0.0	0.00574	0.01091	0.0	0.0	0.0	0.0	0.0	0.00022	0.0	0.00749	0.00188	0.00039	0.00281	0.05514	0.00196	0.00065	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28870|s__GGB28870_SGB41545|t__SGB41545	0.0	0.00471	0.01772	0.00893	0.00089	0.00293	0.03454	0.02501	0.04538	0.0	0.0	0.0	0.0	0.0	0.0	0.00137	0.0	0.00573	0.04392	0.0	0.01113	0.00794
k__Bacteria|p__Bacteria_unclassified|c__CFGB8157|o__OFGB8157|f__FGB8157|g__GGB28905|s__GGB28905_SGB41598|t__SGB41598	0.0	0.00459	0.0	0.02269	0.0	0.00321	0.00992	0.0009	0.0	0.00414	0.0	0.0	4e-05	0.0	0.00188	0.0016	0.01173	0.00847	0.02096	0.0	0.00844	0.00999
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB30461|s__GGB30461_SGB43533|t__SGB43533	0.0	0.00366	0.00641	0.0	0.0	0.00777	0.00353	0.00162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01146	0.00213	0.01022	0.01373	0.00082	0.00495	0.00466
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB28845|s__GGB28845_SGB41512|t__SGB41512	0.0	0.00334	0.0	0.02079	0.0	0.0075	0.08434	0.00239	0.0	0.0102	0.0	0.0	0.0013	0.0	0.00284	0.01595	0.0	0.00872	0.03159	0.0	0.01879	0.00324
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_lowii|t__SGB17080	0.0	0.0033	0.08892	0.0	0.00278	0.02227	0.0	0.00079	0.0	0.0	0.0	0.00015	0.00049	0.0	0.0	0.00838	0.00922	0.0	0.0	0.0	0.0	0.00032
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB30448|s__GGB30448_SGB43502|t__SGB43502	0.0	0.00315	0.0	0.0	0.0	0.05319	0.00129	0.00497	0.00369	0.0	0.0	0.0	0.0	0.00073	0.0	0.0157	0.03412	0.00822	0.00398	0.0	0.00222	0.00032
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB31822|s__GGB31822_SGB45198|t__SGB45198	0.0	0.00193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB31841|s__GGB31841_SGB45219|t__SGB45219	0.0	0.00172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00115	0.0	0.02468	0.00606	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	0.0	0.0	0.03171	0.0	0.0	0.00635	0.0	0.00514	0.002	0.0	0.0	0.0	0.04878	0.0	0.0	0.00041	0.0	0.0	0.0	0.00077	0.0	0.00388
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__GGB31171	0.0	0.0	0.26197	0.0	0.02635	0.05827	0.0	0.0	0.0	0.0	0.0	0.0	0.11154	0.21052	0.0	0.0	0.00206	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus	0.0	0.0	0.03171	0.0	0.0	0.00635	0.0	0.00514	0.002	0.0	0.0	0.0	0.04878	0.0	0.0	0.00041	0.0	0.0	0.0	0.00077	0.0	0.00388
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB30296	0.0	0.0	0.00598	0.0	0.0	0.00597	0.00784	0.00081	0.0	0.0	0.0	0.0	0.0	0.0	0.01264	0.0	0.0	0.00267	0.0	0.0	0.0242	0.0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__GGB31171|s__GGB31171_SGB44462	0.0	0.0	0.26197	0.0	0.02635	0.05827	0.0	0.0	0.0	0.0	0.0	0.0	0.11154	0.21052	0.0	0.0	0.00206	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_gallinarum	0.0	0.0	0.03171	0.0	0.0	0.00635	0.0	0.00514	0.002	0.0	0.0	0.0	0.04878	0.0	0.0	0.00041	0.0	0.0	0.0	0.00077	0.0	0.00388
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB30296|s__GGB30296_SGB43260	0.0	0.0	0.00598	0.0	0.0	0.00597	0.00784	0.00081	0.0	0.0	0.0	0.0	0.0	0.0	0.01264	0.0	0.0	0.00267	0.0	0.0	0.0242	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus	0.0	0.0	0.00237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00122	0.0	0.0	0.0	0.0	0.0	0.0	0.00034	0.0	0.0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__GGB31171|s__GGB31171_SGB44462|t__SGB44462	0.0	0.0	0.26197	0.0	0.02635	0.05827	0.0	0.0	0.0	0.0	0.0	0.0	0.11154	0.21052	0.0	0.0	0.00206	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_gallinarum|t__SGB7951	0.0	0.0	0.03171	0.0	0.0	0.00635	0.0	0.00514	0.002	0.0	0.0	0.0	0.04878	0.0	0.0	0.00041	0.0	0.0	0.0	0.00077	0.0	0.00388
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB30296|s__GGB30296_SGB43260|t__SGB43260	0.0	0.0	0.00598	0.0	0.0	0.00597	0.00784	0.00081	0.0	0.0	0.0	0.0	0.0	0.0	0.01264	0.0	0.0	0.00267	0.0	0.0	0.0242	0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus|t__SGB8002	0.0	0.0	0.00237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00122	0.0	0.0	0.0	0.0	0.0	0.0	0.00034	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9510	0.0	0.0	0.0	0.00178	0.0	0.00272	0.00237	0.0	0.0	0.0	0.0	0.0	0.0	0.00018	0.00415	0.00237	0.0	0.00293	0.01096	0.00148	0.00213	0.00315
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	0.0	0.0	0.0	0.13697	0.00219	0.0	0.03659	0.0	0.0	0.0	0.0	0.0	0.0	0.05164	0.0	0.0	0.0	0.0	0.0	0.0916	0.0	0.06927
k__Bacteria|p__Firmicutes|c__CFGB9510|o__OFGB9510	0.0	0.0	0.0	0.00178	0.0	0.00272	0.00237	0.0	0.0	0.0	0.0	0.0	0.0	0.00018	0.00415	0.00237	0.0	0.00293	0.01096	0.00148	0.00213	0.00315
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae	0.0	0.0	0.0	0.13697	0.00219	0.0	0.03659	0.0	0.0	0.0	0.0	0.0	0.0	0.05164	0.0	0.0	0.0	0.0	0.0	0.0916	0.0	0.06927
k__Bacteria|p__Firmicutes|c__CFGB9510|o__OFGB9510|f__FGB9510	0.0	0.0	0.0	0.00178	0.0	0.00272	0.00237	0.0	0.0	0.0	0.0	0.0	0.0	0.00018	0.00415	0.00237	0.0	0.00293	0.01096	0.00148	0.00213	0.00315
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__GGB28989	0.0	0.0	0.0	0.41724	0.06445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.00818	0.34868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Atopobiaceae_unclassified	0.0	0.0	0.0	0.13697	0.00219	0.0	0.03659	0.0	0.0	0.0	0.0	0.0	0.0	0.05164	0.0	0.0	0.0	0.0	0.0	0.0916	0.0	0.06927
k__Bacteria|p__Firmicutes|c__CFGB8157|o__OFGB8157|f__FGB8157|g__GGB28893	0.0	0.0	0.0	0.00737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00123	0.02162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB30297	0.0	0.0	0.0	0.00569	0.0	0.0083	0.01368	0.0	0.0	0.0	0.0	0.0	0.0016	0.00076	0.0	0.0	0.0	0.00497	0.01178	0.0	5e-05	0.01514
k__Bacteria|p__Firmicutes|c__CFGB9510|o__OFGB9510|f__FGB9510|g__GGB28386	0.0	0.0	0.0	0.00178	0.0	0.00272	0.00237	0.0	0.0	0.0	0.0	0.0	0.0	0.00018	0.00415	0.00237	0.0	0.00293	0.01096	0.00148	0.00213	0.00315
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Pseudoflavonifractor	0.0	0.0	0.0	0.00035	0.0	0.00291	0.00472	0.00806	0.00546	0.0	0.0	0.0	0.00011	0.0	0.00082	0.00058	0.00176	0.00235	0.01875	6e-05	0.00193	0.00023
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__GGB28989|s__GGB28989_SGB41702	0.0	0.0	0.0	0.41724	0.06445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.00818	0.34868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Atopobiaceae_unclassified|s__Atopobiaceae_bacterium_FL090493	0.0	0.0	0.0	0.13697	0.00219	0.0	0.03659	0.0	0.0	0.0	0.0	0.0	0.0	0.05164	0.0	0.0	0.0	0.0	0.0	0.0916	0.0	0.06927
k__Bacteria|p__Firmicutes|c__CFGB8157|o__OFGB8157|f__FGB8157|g__GGB28893|s__GGB28893_SGB41574	0.0	0.0	0.0	0.00737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00123	0.02162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB30297|s__GGB30297_SGB43261	0.0	0.0	0.0	0.00569	0.0	0.0083	0.01368	0.0	0.0	0.0	0.0	0.0	0.0016	0.00076	0.0	0.0	0.0	0.00497	0.01178	0.0	5e-05	0.01514
k__Bacteria|p__Firmicutes|c__CFGB9510|o__OFGB9510|f__FGB9510|g__GGB28386|s__GGB28386_SGB40966	0.0	0.0	0.0	0.00178	0.0	0.00272	0.00237	0.0	0.0	0.0	0.0	0.0	0.0	0.00018	0.00415	0.00237	0.0	0.00293	0.01096	0.00148	0.00213	0.00315
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_unclassified_SGB41511	0.0	0.0	0.0	0.00127	0.0	0.0	0.00236	0.00122	0.0013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00145	0.00311	0.0	0.00123	0.00053
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_sp_524_17	0.0	0.0	0.0	0.00035	0.0	0.00291	0.00472	0.00806	0.00546	0.0	0.0	0.0	0.00011	0.0	0.00082	0.00058	0.00176	0.00235	0.01875	6e-05	0.00193	0.00023
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__GGB28989|s__GGB28989_SGB41702|t__SGB41702	0.0	0.0	0.0	0.41724	0.06445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.00818	0.34868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Atopobiaceae_unclassified|s__Atopobiaceae_bacterium_FL090493|t__SGB33580	0.0	0.0	0.0	0.13697	0.00219	0.0	0.03659	0.0	0.0	0.0	0.0	0.0	0.0	0.05164	0.0	0.0	0.0	0.0	0.0	0.0916	0.0	0.06927
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium|t__SGB41611	0.0	0.0	0.0	0.01557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB8157|o__OFGB8157|f__FGB8157|g__GGB28893|s__GGB28893_SGB41574|t__SGB41574	0.0	0.0	0.0	0.00737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00123	0.02162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB30297|s__GGB30297_SGB43261|t__SGB43261	0.0	0.0	0.0	0.00569	0.0	0.0083	0.01368	0.0	0.0	0.0	0.0	0.0	0.0016	0.00076	0.0	0.0	0.0	0.00497	0.01178	0.0	5e-05	0.01514
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium|t__SGB43075	0.0	0.0	0.0	0.0047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9510|o__OFGB9510|f__FGB9510|g__GGB28386|s__GGB28386_SGB40966|t__SGB40966	0.0	0.0	0.0	0.00178	0.0	0.00272	0.00237	0.0	0.0	0.0	0.0	0.0	0.0	0.00018	0.00415	0.00237	0.0	0.00293	0.01096	0.00148	0.00213	0.00315
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_unclassified_SGB41511|t__SGB41511	0.0	0.0	0.0	0.00127	0.0	0.0	0.00236	0.00122	0.0013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00145	0.00311	0.0	0.00123	0.00053
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_sp_524_17|t__SGB79837	0.0	0.0	0.0	0.00035	0.0	0.00291	0.00472	0.00806	0.00546	0.0	0.0	0.0	0.00011	0.0	0.00082	0.00058	0.00176	0.00235	0.01875	6e-05	0.00193	0.00023
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB31232	0.0	0.0	0.0	0.0	0.00343	0.0	0.00094	0.0	0.0	0.0	0.0	0.0	0.86806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37406	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB31232|s__GGB31232_SGB44532	0.0	0.0	0.0	0.0	0.00343	0.0	0.00094	0.0	0.0	0.0	0.0	0.0	0.86806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37406	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Clostridiales_unclassified|s__Clostridiales_bacterium|t__SGB42493	0.0	0.0	0.0	0.0	0.76672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26447	0.14508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB31232|s__GGB31232_SGB44532|t__SGB44532	0.0	0.0	0.0	0.0	0.00343	0.0	0.00094	0.0	0.0	0.0	0.0	0.0	0.86806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37406	0.0
k__Bacteria|p__Firmicutes|c__CFGB10299	0.0	0.0	0.0	0.0	0.0	0.32695	0.00161	0.00513	0.00089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.62739	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9960	0.0	0.0	0.0	0.0	0.0	0.00091	0.02739	3e-05	0.0	0.00033	0.0	0.0	0.0	0.0	0.0	0.00584	0.0	0.00013	0.00101	0.0	0.01583	0.00665
k__Bacteria|p__Firmicutes|c__CFGB31439	0.0	0.0	0.0	0.0	0.0	8e-05	0.00336	0.00026	0.0	0.0	0.00147	0.0	0.00086	0.00137	0.0	0.00083	0.0	0.00285	0.0241	0.00121	0.00187	0.05977
k__Bacteria|p__Firmicutes|c__CFGB10299|o__OFGB10299	0.0	0.0	0.0	0.0	0.0	0.32695	0.00161	0.00513	0.00089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.62739	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9960|o__OFGB9960	0.0	0.0	0.0	0.0	0.0	0.00091	0.02739	3e-05	0.0	0.00033	0.0	0.0	0.0	0.0	0.0	0.00584	0.0	0.00013	0.00101	0.0	0.01583	0.00665
k__Bacteria|p__Firmicutes|c__CFGB31439|o__OFGB31439	0.0	0.0	0.0	0.0	0.0	8e-05	0.00336	0.00026	0.0	0.0	0.00147	0.0	0.00086	0.00137	0.0	0.00083	0.0	0.00285	0.0241	0.00121	0.00187	0.05977
k__Bacteria|p__Firmicutes|c__CFGB10299|o__OFGB10299|f__FGB10299	0.0	0.0	0.0	0.0	0.0	0.32695	0.00161	0.00513	0.00089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.62739	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB9960|o__OFGB9960|f__FGB9960	0.0	0.0	0.0	0.0	0.0	0.00091	0.02739	3e-05	0.0	0.00033	0.0	0.0	0.0	0.0	0.0	0.00584	0.0	0.00013	0.00101	0.0	0.01583	0.00665
k__Bacteria|p__Firmicutes|c__CFGB31439|o__OFGB31439|f__FGB31439	0.0	0.0	0.0	0.0	0.0	8e-05	0.00336	0.00026	0.0	0.0	0.00147	0.0	0.00086	0.00137	0.0	0.00083	0.0	0.00285	0.0241	0.00121	0.00187	0.05977
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__GGB28984	0.0	0.0	0.0	0.0	0.0	0.72108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01124	0.0	0.00726	0.0	0.0	0.0
