#mpa_vOct22_CHOCOPhlAnSGB_202212
#/u/home/j/jpjacobs/.conda/envs/humannandmetaphlan/bin/metaphlan GPG-15128113Week-4_S279_L001_R1_001.fastq.gz,GPG-15128113Week-4_S279_L001_R2_001.fastq.gz --bowtie2out GPG-15128113Week-4_S279_L001_R1_001.fastq_metagenome.bowtie2.bz2 --nproc 20 --input_type fastq -o GPG-15128113Week-4_S279_L001_R1_001.fastq_profiled_metagenome.txt --bowtie2db /u/scratch/j/jpjacobs/metaphlan_databases --index mpa_vOct22_CHOCOPhlAnSGB_202212 -t rel_ab_w_read_stats
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:8544005
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria	2	99.35555	3.1115	8508814
k__Archaea	2157	0.64445	0.02018	35191
k__Bacteria|p__Firmicutes	2|1239	57.57487	1.80306	5089012
k__Bacteria|p__Actinobacteria	2|201174	28.31117	0.88662	1941343
k__Bacteria|p__Bacteroidetes	2|976	11.4527	0.35866	1305493
k__Bacteria|p__Verrucomicrobia	2|74201	1.30129	0.04075	113642
k__Archaea|p__Euryarchaeota	2157|28890	0.64445	0.02018	35191
k__Bacteria|p__Proteobacteria	2|1224	0.41479	0.01299	39164
k__Bacteria|p__Bacteria_unclassified	2|	0.22293	0.00698	12663
k__Bacteria|p__Synergistetes	2|508458	0.0778	0.00244	7497
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	50.21634	1.57261	4525711
k__Bacteria|p__Actinobacteria|c__Actinomycetia	2|201174|1760	22.42873	0.7024	1510469
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	11.24502	0.35216	1289011
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	5.88245	0.18422	430874
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	2.23658	0.07004	169794
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	1.50775	0.04722	121600
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	2|74201|203494	1.30129	0.04075	113642
k__Bacteria|p__Firmicutes|c__CFGB76352	2|1239|	0.8856	0.02773	62431
k__Archaea|p__Euryarchaeota|c__Methanobacteria	2157|28890|183925	0.64445	0.02018	35191
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	0.62291	0.01951	47206
k__Bacteria|p__Firmicutes|c__CFGB76783	2|1239|	0.46744	0.01464	32195
k__Bacteria|p__Firmicutes|c__CFGB76465	2|1239|	0.28158	0.00882	21402
k__Bacteria|p__Firmicutes|c__CFGB3068	2|1239|	0.24945	0.00781	22634
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	0.23104	0.00724	18933
k__Bacteria|p__Firmicutes|c__CFGB72926	2|1239|	0.1956	0.00613	17937
k__Bacteria|p__Firmicutes|c__CFGB38642	2|1239|	0.19472	0.0061	19681
k__Bacteria|p__Verrucomicrobia|c__CFGB59108	2|74201|	0.17668	0.00553	0
k__Bacteria|p__Firmicutes|c__CFGB9120	2|1239|	0.16792	0.00526	8269
k__Bacteria|p__Bacteria_unclassified|c__CFGB76763	2||	0.12306	0.00385	6637
k__Bacteria|p__Firmicutes|c__CFGB10325	2|1239|	0.10981	0.00344	4332
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	2|1224|28211	0.10771	0.00337	10224
k__Bacteria|p__Actinobacteria|c__CFGB2992	2|201174|	0.09987	0.00313	0
k__Bacteria|p__Firmicutes|c__CFGB9989	2|1239|	0.09418	0.00295	7943
k__Bacteria|p__Synergistetes|c__Synergistia	2|508458|649775	0.0778	0.00244	7497
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	0.07604	0.00238	10007
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	0.06234	0.00195	5640
k__Bacteria|p__Firmicutes|c__CFGB1011	2|1239|	0.05669	0.00178	3130
k__Bacteria|p__Firmicutes|c__CFGB3048	2|1239|	0.05274	0.00165	5525
k__Bacteria|p__Firmicutes|c__CFGB2982	2|1239|	0.04247	0.00133	2950
k__Bacteria|p__Firmicutes|c__CFGB45503	2|1239|	0.0381	0.00119	3795
k__Bacteria|p__Bacteroidetes|c__CFGB629	2|976|	0.031	0.00097	2671
k__Bacteria|p__Firmicutes|c__CFGB2960	2|1239|	0.02256	0.00071	1587
k__Bacteria|p__Firmicutes|c__CFGB2957	2|1239|	0.01332	0.00042	879
k__Bacteria|p__Firmicutes|c__CFGB9718	2|1239|	0.00357	0.00011	409
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	2|1239|186801|186802	49.33911	1.54514	4455132
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales	2|201174|1760|85004	22.17859	0.69456	1490968
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	11.24502	0.35216	1289011
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	5.03039	0.15754	349604
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	2.23658	0.07004	169794
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	1.31141	0.04107	107524
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	2|74201|203494|48461	1.30129	0.04075	113642
k__Bacteria|p__Firmicutes|c__CFGB76352|o__OFGB76352	2|1239||	0.8856	0.02773	62431
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	2|201174|84998|1643822	0.85206	0.02668	81270
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2|1239|186801|186802	0.78409	0.02456	63548
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	2157|28890|183925|2158	0.64445	0.02018	35191
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	2|1239|909932|1843489	0.5875	0.0184	43952
k__Bacteria|p__Firmicutes|c__CFGB76783|o__OFGB76783	2|1239||	0.46744	0.01464	32195
k__Bacteria|p__Firmicutes|c__CFGB76465|o__OFGB76465	2|1239||	0.28158	0.00882	21402
k__Bacteria|p__Firmicutes|c__CFGB3068|o__OFGB3068	2|1239||	0.24945	0.00781	22634
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	2|1224|28221|213115	0.23104	0.00724	18933
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	2|1239|91061|1385	0.19634	0.00615	14076
k__Bacteria|p__Firmicutes|c__CFGB72926|o__OFGB72926	2|1239||	0.1956	0.00613	17937
k__Bacteria|p__Firmicutes|c__CFGB38642|o__OFGB38642	2|1239||	0.19472	0.0061	19681
k__Bacteria|p__Verrucomicrobia|c__CFGB59108|o__OFGB59108	2|74201||	0.17668	0.00553	0
k__Bacteria|p__Firmicutes|c__CFGB9120|o__OFGB9120	2|1239||	0.16792	0.00526	8269
k__Bacteria|p__Bacteria_unclassified|c__CFGB76763|o__OFGB76763	2|||	0.12306	0.00385	6637
k__Bacteria|p__Firmicutes|c__CFGB10325|o__OFGB10325	2|1239||	0.10981	0.00344	4332
k__Bacteria|p__Actinobacteria|c__CFGB2992|o__OFGB2992	2|201174||	0.09987	0.00313	0
k__Bacteria|p__Firmicutes|c__CFGB9989|o__OFGB9989	2|1239||	0.09418	0.00295	7943
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified	2|1239|186801|	0.09314	0.00292	7031
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	2|1224|28211|204457	0.09042	0.00283	9162
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales	2|508458|649775|649776	0.0778	0.00244	7497
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified	2|1239||	0.06234	0.00195	5640
k__Bacteria|p__Firmicutes|c__CFGB1011|o__OFGB1011	2|1239||	0.05669	0.00178	3130
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	2|1224|1236|91347	0.05437	0.0017	8304
k__Bacteria|p__Firmicutes|c__CFGB3048|o__OFGB3048	2|1239||	0.05274	0.00165	5525
k__Bacteria|p__Firmicutes|c__CFGB2982|o__OFGB2982	2|1239||	0.04247	0.00133	2950
