#mpa_vOct22_CHOCOPhlAnSGB_202212
#/u/home/j/jpjacobs/.conda/envs/humannandmetaphlan/bin/metaphlan MLE-15312399Week-0_S298_L002_R1_001.fastq.gz,MLE-15312399Week-0_S298_L002_R2_001.fastq.gz --bowtie2out MLE-15312399Week-0_S298_L002_R1_001.fastq_metagenome.bowtie2.bz2 --nproc 20 --input_type fastq -o MLE-15312399Week-0_S298_L002_R1_001.fastq_profiled_metagenome.txt --bowtie2db /u/scratch/j/jpjacobs/metaphlan_databases --index mpa_vOct22_CHOCOPhlAnSGB_202212 -t rel_ab_w_read_stats
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:4911466
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria	2	100.0	1.64592	4911466
k__Bacteria|p__Firmicutes	2|1239	89.58787	1.47454	4444040
k__Bacteria|p__Actinobacteria	2|201174	8.68066	0.14288	371301
k__Bacteria|p__Verrucomicrobia	2|74201	1.12577	0.01853	51671
k__Bacteria|p__Bacteroidetes	2|976	0.56811	0.00935	42329
k__Bacteria|p__Proteobacteria	2|1224	0.03758	0.00062	2125
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	84.27212	1.38705	4203008
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	6.9238	0.11396	310692
k__Bacteria|p__Actinobacteria|c__Actinomycetia	2|201174|1760	1.75687	0.02892	60609
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	1.69838	0.02795	77440
k__Bacteria|p__Firmicutes|c__CFGB3012	2|1239|	1.34204	0.02209	68207
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	2|74201|203494	1.12577	0.01853	51671
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	0.74311	0.01223	31383
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	0.74066	0.01219	35225
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	0.56811	0.00935	42329
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	0.40925	0.00674	13941
k__Bacteria|p__Firmicutes|c__CFGB1011	2|1239|	0.16899	0.00278	4904
k__Bacteria|p__Firmicutes|c__CFGB75715	2|1239|	0.07872	0.0013	3161
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	0.03029	0.0005	1541
k__Bacteria|p__Firmicutes|c__CFGB3070	2|1239|	0.02428	0.0004	873
k__Bacteria|p__Firmicutes|c__CFGB1249	2|1239|	0.01204	0.0002	486
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	0.00728	0.00012	584
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	2|1239|186801|186802	82.70349	1.36123	4136429
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	2|201174|84998|1643822	4.04045	0.0665	209983
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	2.88335	0.04746	100709
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales	2|201174|1760|85004	1.74024	0.02864	59903
