#mpa_vOct22_CHOCOPhlAnSGB_202212
#/u/home/j/jpjacobs/.conda/envs/humannandmetaphlan/bin/metaphlan MG-15038122Week-4_S55_L001_R1_001.fastq.gz,MG-15038122Week-4_S55_L001_R2_001.fastq.gz --bowtie2out MG-15038122Week-4_S55_L001_R1_001.fastq_metagenome.bowtie2.bz2 --nproc 20 --input_type fastq -o MG-15038122Week-4_S55_L001_R1_001.fastq_profiled_metagenome.txt --bowtie2db /u/scratch/j/jpjacobs/metaphlan_databases --index mpa_vOct22_CHOCOPhlAnSGB_202212 -t rel_ab_w_read_stats
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:9647359
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria	2	100.0	3.80074	9647359
k__Bacteria|p__Firmicutes	2|1239	58.89594	2.23848	6310917
k__Bacteria|p__Actinobacteria	2|201174	40.69287	1.54663	3287916
k__Bacteria|p__Bacteroidetes	2|976	0.35593	0.01353	38884
k__Bacteria|p__Proteobacteria	2|1224	0.05525	0.0021	9642
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	50.60122	1.92322	5537890
k__Bacteria|p__Actinobacteria|c__Actinomycetia	2|201174|1760	25.85362	0.98263	2115674
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	14.78283	0.56186	1167874
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	6.31569	0.24004	602136
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	1.21909	0.04633	100328
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	0.43861	0.01667	33572
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	0.33009	0.01255	36182
k__Bacteria|p__Firmicutes|c__CFGB9718	2|1239|	0.13781	0.00524	19156
k__Bacteria|p__Firmicutes|c__CFGB3068	2|1239|	0.06206	0.00236	7255
k__Bacteria|p__Actinobacteria|c__CFGB12107	2|201174|	0.05643	0.00214	4368
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	0.05103	0.00194	5603
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	0.04563	0.00173	8459
k__Bacteria|p__Firmicutes|c__CFGB1473	2|1239|	0.04544	0.00173	2753
k__Bacteria|p__Bacteroidetes|c__CFGB629	2|976|	0.02584	0.00098	2702
