# Gene Family	merged_Strobel-3008-1_S116_L004__kneaddata_paired_Abundance-RPKs
UNMAPPED	2537226.0000000000
UniRef90_UPI0006983E0A	16950.4886232125
UniRef90_UPI0006983E0A|unclassified	16950.4886232125
UniRef90_UPI00062D817B	7894.3757191216
UniRef90_UPI00062D817B|unclassified	7894.3757191216
UniRef90_UPI00084601B0	7581.7521107137
UniRef90_UPI00084601B0|unclassified	7581.7521107137
UniRef90_UPI000845E987	6939.7807627265
UniRef90_UPI000845E987|unclassified	6939.7807627265
UniRef90_UPI0005EB3FF3	5065.3821778166
UniRef90_UPI0005EB3FF3|unclassified	5065.3821778166
UniRef90_A0A167GAB2	2735.8220125283
UniRef90_A0A167GAB2|unclassified	2735.8220125283
UniRef90_T4AWL0	2590.3571272045
UniRef90_T4AWL0|g__Staphylococcus.s__Staphylococcus_epidermidis	2590.3571272045
UniRef90_A0A2I1K572	2555.6629236444
UniRef90_A0A2I1K572|g__Staphylococcus.s__Staphylococcus_epidermidis	2555.6629236444
UniRef90_UPI000EF60C69	2182.2166059245
UniRef90_UPI000EF60C69|unclassified	2182.2166059245
UniRef90_B2FJ39	2158.6705378988
UniRef90_B2FJ39|unclassified	2158.6705378988
UniRef90_A0A0M0P8E4	2135.2258302256
UniRef90_A0A0M0P8E4|unclassified	2135.2258302256
UniRef90_UPI0006222FD1	2046.8382344708
UniRef90_UPI0006222FD1|unclassified	2046.8382344708
UniRef90_A0A1Y6HFT0	1794.5949686219
UniRef90_A0A1Y6HFT0|unclassified	1794.5949686219
UniRef90_A0A0R3R967	1759.3307539345
UniRef90_A0A0R3R967|unclassified	1759.3307539345
UniRef90_A0A0N4ZM76	1587.4275579677
UniRef90_A0A0N4ZM76|unclassified	1587.4275579677
UniRef90_UPI000D361506	1538.6604352799
UniRef90_UPI000D361506|unclassified	1538.6604352799
UniRef90_A0A0J7YMC9	1489.4351917751
UniRef90_A0A0J7YMC9|unclassified	1489.4351917751
UniRef90_A0A0E9L3K7	1314.5052666809
UniRef90_A0A0E9L3K7|unclassified	1314.5052666809
UniRef90_A0A0R3R948	1284.7678480627
UniRef90_A0A0R3R948|unclassified	1284.7678480627
UniRef90_A0A0G5R3C6	1279.3933712684
UniRef90_A0A0G5R3C6|g__Staphylococcus.s__Staphylococcus_epidermidis	790.5289414155
UniRef90_A0A0G5R3C6|unclassified	488.8644298528
UniRef90_A0A0P6BI02	1256.7677310715
UniRef90_A0A0P6BI02|unclassified	1256.7677310715
UniRef90_B0NXU8	1221.0092821741
UniRef90_B0NXU8|unclassified	1221.0092821741
UniRef90_T5K8G4	1213.4287599818
UniRef90_T5K8G4|unclassified	1213.4287599818
UniRef90_A0A0U5IVT6	1198.2046056347
UniRef90_A0A0U5IVT6|unclassified	1198.2046056347
UniRef90_A0A0P6CHJ0	1142.9958570852
UniRef90_A0A0P6CHJ0|unclassified	1142.9958570852
UniRef90_B4SSN8	1142.8253818176
UniRef90_B4SSN8|unclassified	1142.8253818176
UniRef90_A0A1V3CZM8	1120.6675331150
UniRef90_A0A1V3CZM8|unclassified	1120.6675331150
UniRef90_A0A0K2ITJ6	1117.5469837284
UniRef90_A0A0K2ITJ6|unclassified	1117.5469837284
UniRef90_B4SNH7	1107.0236869398
UniRef90_B4SNH7|unclassified	1107.0236869398
UniRef90_A0A2J0TWG2	1102.1112273759
UniRef90_A0A2J0TWG2|unclassified	1102.1112273759
UniRef90_B4SQP9	1101.5523234996
UniRef90_B4SQP9|unclassified	1101.5523234996
UniRef90_A0A1V3D007	1096.0854578408
UniRef90_A0A1V3D007|unclassified	1096.0854578408
UniRef90_A0A0K2IXV9	1094.2708911187
UniRef90_A0A0K2IXV9|unclassified	1094.2708911187
UniRef90_M5CXH0	1091.3419077645
UniRef90_M5CXH0|unclassified	1091.3419077645
UniRef90_F4GGZ6	1078.0201821014
UniRef90_F4GGZ6|unclassified	1078.0201821014
UniRef90_A0A2J0SI63	1076.3943047620
UniRef90_A0A2J0SI63|unclassified	1076.3943047620
UniRef90_A0A2J0SKF0	1076.2072605544
UniRef90_A0A2J0SKF0|unclassified	1076.2072605544
UniRef90_M5CWC1	1072.1854777633
UniRef90_M5CWC1|unclassified	1072.1854777633
UniRef90_A0A0K2IKA7	1070.4328209081
UniRef90_A0A0K2IKA7|unclassified	1070.4328209081
UniRef90_A0A0K2IQ97	1066.4084067550
UniRef90_A0A0K2IQ97|unclassified	1066.4084067550
UniRef90_T5KN48	1063.9301448549
UniRef90_T5KN48|unclassified	1063.9301448549
UniRef90_A0A0J8Q4V0	1063.8675639984
UniRef90_A0A0J8Q4V0|unclassified	1063.8675639984
UniRef90_G0JXQ4	1055.0423482711
UniRef90_G0JXQ4|unclassified	1055.0423482711
UniRef90_A0A2R3Q4N4	1053.8625578293
UniRef90_A0A2R3Q4N4|unclassified	1053.8625578293
UniRef90_UPI000D19FC01	1052.2416847767
UniRef90_UPI000D19FC01|unclassified	1052.2416847767
UniRef90_A0A2J0SVX7	1051.5802310965
UniRef90_A0A2J0SVX7|unclassified	1051.5802310965
UniRef90_A0A0J8Q0R3	1047.8852677824
UniRef90_A0A0J8Q0R3|unclassified	1047.8852677824
UniRef90_A0A2J0T2G7	1047.3851985760
UniRef90_A0A2J0T2G7|unclassified	1047.3851985760
UniRef90_A0A0R0AC95	1045.3337478117
UniRef90_A0A0R0AC95|unclassified	1045.3337478117
UniRef90_A0A1S2BWN8	1042.9006894414
UniRef90_A0A1S2BWN8|unclassified	1042.9006894414
UniRef90_A0A2U4HPT0	1042.3230486831
UniRef90_A0A2U4HPT0|unclassified	1042.3230486831
UniRef90_A0A2J0SKY3	1040.2638714160
UniRef90_A0A2J0SKY3|unclassified	1040.2638714160
UniRef90_A0A2J0SII9	1038.9588504224
UniRef90_A0A2J0SII9|unclassified	1038.9588504224
UniRef90_M5CPU6	1037.2703928483
UniRef90_M5CPU6|unclassified	1037.2703928483
UniRef90_B4SIB5	1036.9597015043
UniRef90_B4SIB5|unclassified	1036.9597015043
UniRef90_M5D072	1033.1919448321
UniRef90_M5D072|unclassified	1033.1919448321
UniRef90_J7T021	1032.9167647926
UniRef90_J7T021|unclassified	1032.9167647926
UniRef90_B4SNH9	1032.3217901328
UniRef90_B4SNH9|unclassified	1032.3217901328
UniRef90_A0A2W6IJD5	1029.3408750425
UniRef90_A0A2W6IJD5|unclassified	1029.3408750425
UniRef90_B4SM62	1028.9831704416
UniRef90_B4SM62|unclassified	1028.9831704416
UniRef90_M5CZW6	1028.7899016934
UniRef90_M5CZW6|unclassified	1028.7899016934
UniRef90_B2FRN8	1025.7479951857
UniRef90_B2FRN8|unclassified	1025.7479951857
UniRef90_A0A2J0SSM4	1024.5507036019
UniRef90_A0A2J0SSM4|unclassified	1024.5507036019
UniRef90_A0A0G5V5Y0	1022.8045555099
UniRef90_A0A0G5V5Y0|unclassified	1022.8045555099
UniRef90_A0A2J0SX32	1021.6725751481
UniRef90_A0A2J0SX32|unclassified	1021.6725751481
UniRef90_A0A0L8ABS5	1019.5646801049
UniRef90_A0A0L8ABS5|unclassified	1019.5646801049
UniRef90_A0A0G5K4C6	1017.9673208931
UniRef90_A0A0G5K4C6|unclassified	1017.9673208931
UniRef90_M5CR46	1017.5035169292
UniRef90_M5CR46|unclassified	1017.5035169292
UniRef90_A0A2J0SW61	1015.6655858751
UniRef90_A0A2J0SW61|unclassified	1015.6655858751
UniRef90_G0K4J6	1014.8369063322
UniRef90_G0K4J6|unclassified	1014.8369063322
UniRef90_A0A2J0TYH6	1014.6852706372
UniRef90_A0A2J0TYH6|unclassified	1014.6852706372
UniRef90_B7SYD6	1013.6526049227
UniRef90_B7SYD6|unclassified	1013.6526049227
UniRef90_A0A1I6KLA5	1012.9029254039
UniRef90_A0A1I6KLA5|unclassified	1012.9029254039
UniRef90_B4SKV9	1012.2563657117
UniRef90_B4SKV9|unclassified	1012.2563657117
UniRef90_B4SJE5	1011.1678794903
UniRef90_B4SJE5|unclassified	1011.1678794903
UniRef90_B4SKW6	1010.1474724587
UniRef90_B4SKW6|unclassified	1010.1474724587
UniRef90_B4SJE9	1009.7680367430
UniRef90_B4SJE9|unclassified	1009.7680367430
UniRef90_A0A333E3X4	1009.3581993833
UniRef90_A0A333E3X4|unclassified	1009.3581993833
UniRef90_M5CQT1	1008.3969490492
UniRef90_M5CQT1|unclassified	1008.3969490492
UniRef90_A0A2Z3YFB1	1008.1543226844
UniRef90_A0A2Z3YFB1|unclassified	1008.1543226844
UniRef90_A0A0G5LBC5	1006.1181268133
UniRef90_A0A0G5LBC5|unclassified	1006.1181268133
UniRef90_B2FI02	1006.0065277630
UniRef90_B2FI02|unclassified	1006.0065277630
UniRef90_A0A2J0SSP4	1005.5235372301
