# Gene Family	merged_KC11_S76_L004__kneaddata_paired_Abundance-RPKs
UNMAPPED	10222124.0000000000
UniRef90_C7D569	645205.0336709436
UniRef90_C7D569|g__Enterococcus.s__Enterococcus_faecalis	645132.9350995298
UniRef90_C7D569|unclassified	72.0985714138
UniRef90_P59629	418024.5604621728
UniRef90_P59629|g__Enterococcus.s__Enterococcus_faecalis	417903.1027626655
UniRef90_P59629|g__Listeria.s__Listeria_monocytogenes	121.4576995072
UniRef90_J6F3U8	409051.7196995689
UniRef90_J6F3U8|g__Enterococcus.s__Enterococcus_faecalis	409051.7196995689
UniRef90_E0H9J0	360853.8706812872
UniRef90_E0H9J0|g__Enterococcus.s__Enterococcus_faecalis	360853.8706812872
UniRef90_E2YT37	349237.5863156652
UniRef90_E2YT37|g__Enterococcus.s__Enterococcus_faecalis	187715.0551017157
UniRef90_E2YT37|g__Listeria.s__Listeria_monocytogenes	161512.5312139494
UniRef90_E2YT37|unclassified	10.0000000000
UniRef90_P59628	330512.6604150885
UniRef90_P59628|g__Listeria.s__Listeria_monocytogenes	173551.4715667857
UniRef90_P59628|g__Enterococcus.s__Enterococcus_faecalis	156961.1888483028
UniRef90_D4EIV9	290152.9676807681
UniRef90_D4EIV9|g__Enterococcus.s__Enterococcus_faecalis	290117.2533950538
UniRef90_D4EIV9|unclassified	35.7142857143
UniRef90_J6CNP4	287262.5116370301
UniRef90_J6CNP4|g__Enterococcus.s__Enterococcus_faecalis	287254.2471742202
UniRef90_J6CNP4|unclassified	8.2644628099
UniRef90_A0A0E9DZ42	284222.3285094010
UniRef90_A0A0E9DZ42|g__Enterococcus.s__Enterococcus_faecalis	143219.2515158798
UniRef90_A0A0E9DZ42|g__Listeria.s__Listeria_monocytogenes	140983.1760034222
UniRef90_A0A0E9DZ42|unclassified	19.9009900990
UniRef90_Q8KU55	266367.0472384467
UniRef90_Q8KU55|g__Enterococcus.s__Enterococcus_faecalis	266243.5054911473
UniRef90_Q8KU55|unclassified	123.5417472994
UniRef90_E6F1W2	261589.4740215449
UniRef90_E6F1W2|g__Enterococcus.s__Enterococcus_faecalis	261589.4740215449
UniRef90_E2YZG0	171261.8795569593
UniRef90_E2YZG0|g__Enterococcus.s__Enterococcus_faecalis	171261.8795569593
UniRef90_A0A1Q1FV32	169204.3613948972
UniRef90_A0A1Q1FV32|g__Enterococcus.s__Enterococcus_faecalis	169204.3613948972
UniRef90_A0A1Q8J6D0	167478.0703398619
UniRef90_A0A1Q8J6D0|g__Listeria.s__Listeria_monocytogenes	162150.8673114864
UniRef90_A0A1Q8J6D0|unclassified	4501.0843496697
UniRef90_A0A1Q8J6D0|g__Enterococcus.s__Enterococcus_faecalis	826.1186787058
UniRef90_M9QS19	158322.0535284814
UniRef90_M9QS19|g__Listeria.s__Listeria_monocytogenes	56750.9639543419
UniRef90_M9QS19|g__Enterococcus.s__Enterococcus_faecalis	54887.9035601346
UniRef90_M9QS19|g__Veillonella.s__Veillonella_parvula	44489.4957154811
UniRef90_M9QS19|unclassified	2193.6902985238
UniRef90_E6EYZ6	155428.7904511896
UniRef90_E6EYZ6|g__Enterococcus.s__Enterococcus_faecalis	155419.0817133256
UniRef90_E6EYZ6|unclassified	9.7087378641
UniRef90_E6H3Y8	144281.2984055949
UniRef90_E6H3Y8|g__Enterococcus.s__Enterococcus_faecalis	144281.2984055949
UniRef90_J6CUM8	142997.4511158514
UniRef90_J6CUM8|g__Enterococcus.s__Enterococcus_faecalis	142997.4511158514
UniRef90_E2Z0W6	141448.1535742325
UniRef90_E2Z0W6|g__Enterococcus.s__Enterococcus_faecalis	141437.8442958820
UniRef90_E2Z0W6|unclassified	10.3092783505
UniRef90_A0A1Q1FUV3	135157.4479429708
UniRef90_A0A1Q1FUV3|g__Enterococcus.s__Enterococcus_faecalis	135157.4479429708
UniRef90_Q8VT25	134238.1173847747
UniRef90_Q8VT25|g__Enterococcus.s__Enterococcus_faecalis	134158.8626919134
UniRef90_Q8VT25|unclassified	79.2546928613
UniRef90_A0A125W9I7	131881.0192863447
UniRef90_A0A125W9I7|g__Enterococcus.s__Enterococcus_faecalis	131653.1752396982
UniRef90_A0A125W9I7|g__Listeria.s__Listeria_monocytogenes	227.8440466465
UniRef90_J6PBB8	131412.4841305656
UniRef90_J6PBB8|g__Enterococcus.s__Enterococcus_faecalis	131402.3831204646
UniRef90_J6PBB8|unclassified	10.1010101010
UniRef90_E2YTW1	130164.1062416184
UniRef90_E2YTW1|g__Enterococcus.s__Enterococcus_faecalis	124613.3402866329
UniRef90_E2YTW1|unclassified	5550.7659549855
UniRef90_A0A125W7I8	129785.0782704915
UniRef90_A0A125W7I8|g__Enterococcus.s__Enterococcus_faecalis	129785.0782704915
UniRef90_V5XSX7	126011.9602807870
UniRef90_V5XSX7|g__Enterococcus.s__Enterococcus_faecalis	126011.9602807870
UniRef90_P59627	123137.4451614261
UniRef90_P59627|g__Listeria.s__Listeria_monocytogenes	63340.7436111733
UniRef90_P59627|g__Enterococcus.s__Enterococcus_faecalis	59796.7015502528
UniRef90_A0A2R6UBR5	123128.3423720407
UniRef90_A0A2R6UBR5|g__Enterococcus.s__Enterococcus_faecalis	123128.3423720407
UniRef90_D4EI44	122153.4410693262
UniRef90_D4EI44|g__Enterococcus.s__Enterococcus_faecalis	122076.6373099044
UniRef90_D4EI44|unclassified	76.8037594218
UniRef90_S4CA24	121061.0944056405
UniRef90_S4CA24|g__Enterococcus.s__Enterococcus_faecalis	121061.0944056405
UniRef90_J5EZE6	120732.9912142822
UniRef90_J5EZE6|g__Enterococcus.s__Enterococcus_faecalis	120732.9912142822
UniRef90_S4C8X4	118923.0288666961
UniRef90_S4C8X4|g__Enterococcus.s__Enterococcus_faecalis	118767.6375778659
UniRef90_S4C8X4|unclassified	155.3912888301
UniRef90_E0HE02	114950.3589424309
UniRef90_E0HE02|g__Enterococcus.s__Enterococcus_faecalis	114950.3589424309
UniRef90_S4EP53	114818.8856757584
UniRef90_S4EP53|g__Enterococcus.s__Enterococcus_faecalis	114818.8856757584
UniRef90_E6EY16	113651.4635259205
UniRef90_E6EY16|g__Enterococcus.s__Enterococcus_faecalis	113651.4635259205
UniRef90_E2YUY9	112829.0264640504
UniRef90_E2YUY9|g__Enterococcus.s__Enterococcus_faecalis	112829.0264640504
UniRef90_A0A1R4L387	112732.3447933616
UniRef90_A0A1R4L387|g__Enterococcus.s__Enterococcus_faecalis	112714.9169087462
UniRef90_A0A1R4L387|unclassified	17.4278846154
UniRef90_A0A0E9ERU5	110391.4326509242
UniRef90_A0A0E9ERU5|g__Enterococcus.s__Enterococcus_faecalis	110391.4326509242
UniRef90_E2YY87	109975.3093885658
UniRef90_E2YY87|g__Enterococcus.s__Enterococcus_faecalis	109975.3093885658
UniRef90_A0A2Z6BRK6	107640.2571011679
UniRef90_A0A2Z6BRK6|g__Enterococcus.s__Enterococcus_faecalis	107623.9969385663
