# Gene Family	merged_JLH-15180468Week-0_S214_L002__kneaddata_paired_Abundance-RPKs
UNMAPPED	718175.0000000000
UniRef90_A5ZYV3	12769.1993789246
UniRef90_A5ZYV3|g__Blautia.s__Blautia_obeum	12769.1993789246
UniRef90_A5ZYU5	7144.6409204983
UniRef90_A5ZYU5|g__Blautia.s__Blautia_obeum	7144.6409204983
UniRef90_A0A174U6A5	5787.8188088158
UniRef90_A0A174U6A5|g__Blautia.s__Blautia_wexlerae	5770.8667533854
UniRef90_A0A174U6A5|unclassified	16.9520554304
UniRef90_A5ZYU0	4884.4312519107
UniRef90_A5ZYU0|g__Blautia.s__Blautia_obeum	4870.8717740655
UniRef90_A5ZYU0|unclassified	13.5594778452
UniRef90_U2EJL5	4571.2481218046
UniRef90_U2EJL5|g__Blautia.s__Blautia_wexlerae	2417.6767676768
UniRef90_U2EJL5|g__Blautia.s__Blautia_obeum	2097.5302475302
UniRef90_U2EJL5|unclassified	56.0411065976
UniRef90_A0A174SAZ7	4552.6315789474
UniRef90_A0A174SAZ7|g__Blautia.s__Blautia_wexlerae	2526.3157894737
UniRef90_A0A174SAZ7|g__Blautia.s__Blautia_obeum	2026.3157894737
UniRef90_A7B6K2	4475.7185521590
UniRef90_A7B6K2|g__Lachnoclostridium.s__Clostridium_scindens	4386.0291556441
UniRef90_A7B6K2|unclassified	89.6893965149
UniRef90_D4CI30	4432.2391636758
UniRef90_D4CI30|g__Dorea.s__Dorea_formicigenerans	4418.4460602275
UniRef90_D4CI30|unclassified	13.7931034483
UniRef90_A0A0E1X896	4431.9166654503
UniRef90_A0A0E1X896|g__Blautia.s__Blautia_obeum	4431.9166654503
UniRef90_A5ZYU6	4191.1608497445
UniRef90_A5ZYU6|g__Blautia.s__Blautia_obeum	4191.1608497445
UniRef90_A0A174DSN8	4008.2869943702
UniRef90_A0A174DSN8|g__Blautia.s__Blautia_wexlerae	2339.0328625623
UniRef90_A0A174DSN8|g__Blautia.s__Blautia_obeum	1669.2541318079
UniRef90_B0NER2	3468.8875009354
UniRef90_B0NER2|g__Lachnoclostridium.s__Clostridium_scindens	3468.8875009354
UniRef90_A5ZTV7	3379.8594980057
UniRef90_A5ZTV7|g__Blautia.s__Blautia_obeum	3295.1231869160
UniRef90_A5ZTV7|unclassified	84.7363110897
UniRef90_A5ZYK6	3348.4122930423
UniRef90_A5ZYK6|g__Blautia.s__Blautia_obeum	3326.0380006015
UniRef90_A5ZYK6|unclassified	22.3742924407
UniRef90_C6JBP8	3152.2066471318
UniRef90_C6JBP8|g__Blautia.s__Blautia_wexlerae	3152.2066471318
UniRef90_F2NAL9	3066.6666666667
UniRef90_F2NAL9|g__Collinsella.s__Collinsella_aerofaciens	3066.6666666667
UniRef90_A0A174SYB5	2846.9578574768
UniRef90_A0A174SYB5|g__Blautia.s__Blautia_obeum	2774.3388098577
UniRef90_A0A174SYB5|g__Blautia.s__Blautia_wexlerae	72.6190476190
UniRef90_A0A174QSW1	2603.4093283261
UniRef90_A0A174QSW1|g__Blautia.s__Blautia_wexlerae	1644.3333576143
